Id,device,deviceName,devType,prodId,capabilityId,capabilityDescription,commandId,valueType,enum_values,value,min,max,serviceId,serviceDescription,influencedChannels,influenceType
158,light,yeelightLEDColor,"""01B""","""104M""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",5,,,light-yeelightLEDColor_lightMode_setLightMode_5,turn light into colorful mode,luminance,hasIncreased
159,light,yeelightLEDColor,"""01B""","""104M""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",6,,,light-yeelightLEDColor_lightMode_setLightMode_6,turn light into romantic mode,luminance,hasIncreased
160,light,yeelightLEDColor,"""01B""","""104M""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",7,,,light-yeelightLEDColor_lightMode_setLightMode_7,turn light into working mode,luminance,hasIncreased
161,light,yeelightLEDColor,"""01B""","""103O""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,light-yeelightLEDColor_switchOnOff_on_1,turn on the light,,
162,light,yeelightLEDColor,"""01B""","""103O""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,light-yeelightLEDColor_switchOnOff_on_0,turn off the light,,
163,light,yeelightLEDColor,"""01B""","""103O""",brightnessControl,light brightness,setBrightness,range,,,0,255,light-yeelightLEDColor_brightnessControl_setBrightness_,set target brightness,,
164,light,yeelightLEDColor,"""01B""","""103O""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",1,,,light-yeelightLEDColor_color_setColor_1,set light color to red,luminance,hasIncreased
165,light,yeelightLEDColor,"""01B""","""103O""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",2,,,light-yeelightLEDColor_color_setColor_2,set light color to green,luminance,hasIncreased
166,light,yeelightLEDColor,"""01B""","""103O""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",3,,,light-yeelightLEDColor_color_setColor_3,set light color to blue,luminance,hasIncreased
167,light,yeelightLEDColor,"""01B""","""103O""",colorRangeControl,color degree,setColorRange,range,,,0,255,light-yeelightLEDColor_colorRangeControl_setColorRange_range,set degree of the color,,
168,light,yeelightLEDColor,"""01B""","""103O""",colorTempControl,color temperature,setColorTemp,range,,,2000,6500,light-yeelightLEDColor_colorTempControl_setColorTemp_range,set color temperature of the light,,
169,light,yeelightLEDColor,"""01B""","""103O""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",0,,,light-yeelightLEDColor_lightMode_setLightMode_0,turn light into custom mode,luminance,hasIncreased
170,light,yeelightLEDColor,"""01B""","""103O""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",1,,,light-yeelightLEDColor_lightMode_setLightMode_1,turn light into guest mode,luminance,hasIncreased
171,light,yeelightLEDColor,"""01B""","""103O""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",2,,,light-yeelightLEDColor_lightMode_setLightMode_2,turn light into entertainment mode,luminance,hasIncreased
172,light,yeelightLEDColor,"""01B""","""103O""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",3,,,light-yeelightLEDColor_lightMode_setLightMode_3,turn light into movie mode,luminance,hasIncreased
173,light,yeelightLEDColor,"""01B""","""103O""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",4,,,light-yeelightLEDColor_lightMode_setLightMode_4,turn light into eating mode,luminance,hasIncreased
174,light,yeelightLEDColor,"""01B""","""103O""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",5,,,light-yeelightLEDColor_lightMode_setLightMode_5,turn light into colorful mode,luminance,hasIncreased
175,light,yeelightLEDColor,"""01B""","""103O""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",6,,,light-yeelightLEDColor_lightMode_setLightMode_6,turn light into romantic mode,luminance,hasIncreased
176,light,yeelightLEDColor,"""01B""","""103O""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",7,,,light-yeelightLEDColor_lightMode_setLightMode_7,turn light into working mode,luminance,hasIncreased
177,light,yeelightLEDColor,"""046""","""134D""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,light-yeelightLEDColor_switchOnOff_on_1,turn on the light,,
178,light,yeelightLEDColor,"""046""","""134D""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,light-yeelightLEDColor_switchOnOff_on_0,turn off the light,,
179,light,yeelightLEDColor,"""046""","""134D""",brightnessControl,light brightness,setBrightness,range,,,0,255,light-yeelightLEDColor_brightnessControl_setBrightness_,set target brightness,,
180,light,yeelightLEDColor,"""046""","""134D""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",1,,,light-yeelightLEDColor_color_setColor_1,set light color to red,luminance,hasIncreased
181,light,yeelightLEDColor,"""046""","""134D""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",2,,,light-yeelightLEDColor_color_setColor_2,set light color to green,luminance,hasIncreased
182,light,yeelightLEDColor,"""046""","""134D""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",3,,,light-yeelightLEDColor_color_setColor_3,set light color to blue,luminance,hasIncreased
183,light,yeelightLEDColor,"""046""","""134D""",colorRangeControl,color degree,setColorRange,range,,,0,255,light-yeelightLEDColor_colorRangeControl_setColorRange_range,set degree of the color,,
184,light,yeelightLEDColor,"""046""","""134D""",colorTempControl,color temperature,setColorTemp,range,,,2000,6500,light-yeelightLEDColor_colorTempControl_setColorTemp_range,set color temperature of the light,,
185,light,yeelightLEDColor,"""046""","""134D""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",0,,,light-yeelightLEDColor_lightMode_setLightMode_0,turn light into custom mode,luminance,hasIncreased
186,light,yeelightLEDColor,"""046""","""134D""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",1,,,light-yeelightLEDColor_lightMode_setLightMode_1,turn light into guest mode,luminance,hasIncreased
187,light,yeelightLEDColor,"""046""","""134D""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",2,,,light-yeelightLEDColor_lightMode_setLightMode_2,turn light into entertainment mode,luminance,hasIncreased
188,light,yeelightLEDColor,"""046""","""134D""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",3,,,light-yeelightLEDColor_lightMode_setLightMode_3,turn light into movie mode,luminance,hasIncreased
189,light,yeelightLEDColor,"""046""","""134D""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",4,,,light-yeelightLEDColor_lightMode_setLightMode_4,turn light into eating mode,luminance,hasIncreased
190,light,yeelightLEDColor,"""046""","""134D""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",5,,,light-yeelightLEDColor_lightMode_setLightMode_5,turn light into colorful mode,luminance,hasIncreased
191,light,yeelightLEDColor,"""046""","""134D""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",6,,,light-yeelightLEDColor_lightMode_setLightMode_6,turn light into romantic mode,luminance,hasIncreased
192,light,yeelightLEDColor,"""046""","""134D""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",7,,,light-yeelightLEDColor_lightMode_setLightMode_7,turn light into working mode,luminance,hasIncreased
193,light,yeelightLEDColor,"""046""","""128P""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,light-yeelightLEDColor_switchOnOff_on_1,turn on the light,,
194,light,yeelightLEDColor,"""046""","""128P""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,light-yeelightLEDColor_switchOnOff_on_0,turn off the light,,
195,light,yeelightLEDColor,"""046""","""128P""",brightnessControl,light brightness,setBrightness,range,,,0,255,light-yeelightLEDColor_brightnessControl_setBrightness_,set target brightness,,
196,light,yeelightLEDColor,"""046""","""128P""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",1,,,light-yeelightLEDColor_color_setColor_1,set light color to red,luminance,hasIncreased
197,light,yeelightLEDColor,"""046""","""128P""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",2,,,light-yeelightLEDColor_color_setColor_2,set light color to green,luminance,hasIncreased
198,light,yeelightLEDColor,"""046""","""128P""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",3,,,light-yeelightLEDColor_color_setColor_3,set light color to blue,luminance,hasIncreased
199,light,yeelightLEDColor,"""046""","""128P""",colorRangeControl,color degree,setColorRange,range,,,0,255,light-yeelightLEDColor_colorRangeControl_setColorRange_range,set degree of the color,,
200,light,yeelightLEDColor,"""046""","""128P""",colorTempControl,color temperature,setColorTemp,range,,,2000,6500,light-yeelightLEDColor_colorTempControl_setColorTemp_range,set color temperature of the light,,
201,light,yeelightLEDColor,"""046""","""128P""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",0,,,light-yeelightLEDColor_lightMode_setLightMode_0,turn light into custom mode,luminance,hasIncreased
202,light,yeelightLEDColor,"""046""","""128P""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",1,,,light-yeelightLEDColor_lightMode_setLightMode_1,turn light into guest mode,luminance,hasIncreased
203,light,yeelightLEDColor,"""046""","""128P""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",2,,,light-yeelightLEDColor_lightMode_setLightMode_2,turn light into entertainment mode,luminance,hasIncreased
204,light,yeelightLEDColor,"""046""","""128P""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",3,,,light-yeelightLEDColor_lightMode_setLightMode_3,turn light into movie mode,luminance,hasIncreased
205,light,yeelightLEDColor,"""046""","""128P""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",4,,,light-yeelightLEDColor_lightMode_setLightMode_4,turn light into eating mode,luminance,hasIncreased
206,light,yeelightLEDColor,"""046""","""128P""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",5,,,light-yeelightLEDColor_lightMode_setLightMode_5,turn light into colorful mode,luminance,hasIncreased
207,light,yeelightLEDColor,"""046""","""128P""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",6,,,light-yeelightLEDColor_lightMode_setLightMode_6,turn light into romantic mode,luminance,hasIncreased
208,light,yeelightLEDColor,"""046""","""128P""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",7,,,light-yeelightLEDColor_lightMode_setLightMode_7,turn light into working mode,luminance,hasIncreased
209,light,yeelightLEDColor,"""046""","""101C""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,light-yeelightLEDColor_switchOnOff_on_1,turn on the light,,
210,light,yeelightLEDColor,"""046""","""101C""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,light-yeelightLEDColor_switchOnOff_on_0,turn off the light,,
211,light,yeelightLEDColor,"""046""","""101C""",brightnessControl,light brightness,setBrightness,range,,,0,255,light-yeelightLEDColor_brightnessControl_setBrightness_,set target brightness,,
212,light,yeelightLEDColor,"""046""","""101C""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",1,,,light-yeelightLEDColor_color_setColor_1,set light color to red,luminance,hasIncreased
213,light,yeelightLEDColor,"""046""","""101C""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",2,,,light-yeelightLEDColor_color_setColor_2,set light color to green,luminance,hasIncreased
214,light,yeelightLEDColor,"""046""","""101C""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",3,,,light-yeelightLEDColor_color_setColor_3,set light color to blue,luminance,hasIncreased
215,light,yeelightLEDColor,"""046""","""101C""",colorRangeControl,color degree,setColorRange,range,,,0,255,light-yeelightLEDColor_colorRangeControl_setColorRange_range,set degree of the color,,
216,light,yeelightLEDColor,"""046""","""101C""",colorTempControl,color temperature,setColorTemp,range,,,2000,6500,light-yeelightLEDColor_colorTempControl_setColorTemp_range,set color temperature of the light,,
217,light,yeelightLEDColor,"""046""","""101C""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",0,,,light-yeelightLEDColor_lightMode_setLightMode_0,turn light into custom mode,luminance,hasIncreased
218,light,yeelightLEDColor,"""046""","""101C""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",1,,,light-yeelightLEDColor_lightMode_setLightMode_1,turn light into guest mode,luminance,hasIncreased
219,light,yeelightLEDColor,"""046""","""101C""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",2,,,light-yeelightLEDColor_lightMode_setLightMode_2,turn light into entertainment mode,luminance,hasIncreased
220,light,yeelightLEDColor,"""046""","""101C""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",3,,,light-yeelightLEDColor_lightMode_setLightMode_3,turn light into movie mode,luminance,hasIncreased
221,light,yeelightLEDColor,"""046""","""101C""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",4,,,light-yeelightLEDColor_lightMode_setLightMode_4,turn light into eating mode,luminance,hasIncreased
222,light,yeelightLEDColor,"""046""","""101C""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",5,,,light-yeelightLEDColor_lightMode_setLightMode_5,turn light into colorful mode,luminance,hasIncreased
223,light,yeelightLEDColor,"""046""","""101C""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",6,,,light-yeelightLEDColor_lightMode_setLightMode_6,turn light into romantic mode,luminance,hasIncreased
224,light,yeelightLEDColor,"""046""","""101C""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",7,,,light-yeelightLEDColor_lightMode_setLightMode_7,turn light into working mode,luminance,hasIncreased
